"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000126756",7.11072929907307e-07,7.82521671338502,0.01,0,0.00797326076305063
"ENSG00000205670",7.1107354104285e-07,7.30836440099612,0.01,0,0.00797326761571348
"ENSG00000013306",7.11074825676156e-07,7.51519538518183,0.01,0,0.00797328202030674
"ENSG00000180098",7.11074825676156e-07,7.58275866899446,0.01,0,0.00797328202030674
"ENSG00000168883",7.1107563636809e-07,7.50527991631675,0.01,0,0.0079732911105954
"ENSG00000223467",7.11905082982937e-07,3.94008067041702,0.011,0,0.00798259169548767
"ENSG00000217716",7.14501590227698e-07,1.0024515290114,0.044,0.02,0.00801170633122317
"ENSG00000035141",7.20564546040496e-07,3.63229675784993,0.015,0.002,0.00807969025475208
"ENSG00000171858",7.46772238620332e-07,0.347603020074281,0.153,0.107,0.00837355711164979
"ENSG00000008294",7.51867838728514e-07,0.816415463635328,0.052,0.026,0.00843069407566283
"ENSG00000104320",7.60828776811414e-07,1.71037760381255,0.021,0.005,0.00853117307438639
"ENSG00000187735",7.67250360007673e-07,2.14422138719724,0.021,0.005,0.00860317828676604
"ENSG00000115484",7.72263320822155e-07,2.61159485950749,0.016,0.003,0.00865938861637883
"ENSG00000127125",7.77371078710953e-07,1.01792952931931,0.029,0.01,0.00871666190558592
"ENSG00000173163",7.84007208088745e-07,0.631976251541344,0.067,0.037,0.0087910728242991
"ENSG00000158042",7.90515013184806e-07,2.39504435410862,0.013,0.001,0.00886404484284123
"ENSG00000142864",7.95366314008495e-07,0.10120425926436,0.115,0.075,0.00891844247897725
"ENSG00000236768",8.36593393993347e-07,-0.879550151721197,0.099,0.138,0.0093807217268474
"ENSG00000145741",8.41872665193465e-07,0.101902007809641,0.096,0.06,0.00943991819481432
"ENSG00000163219",8.43113651984292e-07,0.662002565016877,0.059,0.031,0.00945383337969987
"ENSG00000186591",8.52816559902815e-07,1.43611789180935,0.018,0.003,0.00956263208619026
"ENSG00000131374",8.53334409879982e-07,-2.4830627463039,0.007,0.021,0.00956843873798424
"ENSG00000196419",8.65835623335564e-07,0.921664799378952,0.036,0.014,0.00970861484446168
"ENSG00000103194",8.68968220314654e-07,0.812778017600293,0.02,0.005,0.00974374065438821
"ENSG00000219747",8.8388488422513e-07,0.130613971879563,0.12,0.079,0.00991100120681639
"ENSG00000184384",9.01752959846604e-07,-2.55053882597355,0.002,0.011,0.01011135593876
"ENSG00000181704",9.05073644296828e-07,5.36246014503703,0.012,0.001,0.0101485907735003
"ENSG00000119922",9.15002383462399e-07,3.94008067041702,0.012,0.001,0.0102599217257639
"ENSG00000084444",9.17950724604707e-07,3.40387279998053,0.012,0.001,0.0102929814749926
"ENSG00000213772",9.18939942305926e-07,2.67114566314354,0.014,0.002,0.0103040735730763
"ENSG00000172939",9.29393601754062e-07,1.024368570269,0.012,0.001,0.0104212904564683
"ENSG00000095970",9.30343441836187e-07,0.142461691271046,0.166,0.118,0.0104319410133092
"ENSG00000107929",9.86476981694199e-07,0.623533455539207,0.051,0.025,0.011061366395737
"ENSG00000049541",9.88409091557734e-07,7.77245405251146,0.01,0,0.0110830311436369
"ENSG00000170035",9.88411520084768e-07,7.58746567167199,0.01,0,0.0110830583747105
"ENSG00000109466",9.88411641511252e-07,7.65180031342411,0.01,0,0.0110830597362657
"ENSG00000023041",9.88411849670965e-07,7.439112992351,0.01,0,0.0110830620703605
"ENSG00000204308",9.88412942510073e-07,7.77245405251146,0.01,0,0.0110830743243654
"ENSG00000197345",9.88413358830006e-07,8.2561081638647,0.01,0,0.0110830789925609
"ENSG00000198855",1.00496379252372e-06,2.79049355701696,0.015,0.002,0.0112686590055685
"ENSG00000265354",1.01470747575745e-06,2.74408398372405,0.015,0.002,0.0113779149256683
"ENSG00000175756",1.04813329229034e-06,2.13272574835942,0.02,0.005,0.0117527186064516
"ENSG00000198015",1.05917747164603e-06,2.69770387462642,0.016,0.003,0.011876556989567
"ENSG00000160305",1.08050006912239e-06,-1.08882569653766,0.033,0.058,0.0121156472750694
"ENSG00000121274",1.08430838215999e-06,1.64729892118917,0.025,0.008,0.01215834988916
"ENSG00000164190",1.08798987307967e-06,-0.892176443960916,0.078,0.114,0.0121996304468424
"ENSG00000205940",1.09743909798498e-06,-1.51173143914985,0.021,0.042,0.0123055846057056
"ENSG00000175309",1.0988506722886e-06,3.82042635466983,0.013,0.001,0.0123214125883721
"ENSG00000164654",1.11297785256092e-06,2.88735000902213,0.016,0.003,0.0124798206607656
"ENSG00000125037",1.11469786047821e-06,2.86231181216002,0.017,0.003,0.0124991071095421
"ENSG00000118579",1.12222086202374e-06,1.43350072679668,0.013,0.001,0.0125834625258722
"ENSG00000111790",1.13495382158294e-06,-0.989223048970902,0.117,0.158,0.0127262372014096
"ENSG00000140836",1.16536197639075e-06,-0.639776405195832,0.237,0.284,0.0130672038412695
"ENSG00000130522",1.19721148136446e-06,-0.215558906356679,0.292,0.222,0.0134243323405397
"ENSG00000168386",1.21856291512461e-06,-2.3851225565032,0.002,0.012,0.0136637459672923
"ENSG00000054116",1.26712477470599e-06,3.9871489240738,0.012,0.001,0.0142082700987782
"ENSG00000128731",1.32183453830733e-06,-0.629240728963279,0.047,0.076,0.0148217306780401
"ENSG00000182827",1.33724742428245e-06,1.48080482514713,0.023,0.007,0.0149945553684791
"ENSG00000270882",1.37396956737223e-06,0.248829271428818,0.067,0.038,0.0154063207589448
"ENSG00000140280",1.37418851767584e-06,7.73476176243951,0.01,0,0.0154087758486992
"ENSG00000125633",1.37418941056149e-06,7.66522082918644,0.01,0,0.0154087858606259
"ENSG00000204568",1.37419013452318e-06,7.88379153957048,0.01,0,0.0154087939784084
"ENSG00000101310",1.37419047237208e-06,7.726250262584,0.01,0,0.0154087977667081
"ENSG00000196511",1.37459821858405e-06,-1.40332715188079,0.015,0.034,0.0154133698249829
"ENSG00000041357",1.37627701421014e-06,0.932137697341315,0.043,0.02,0.0154321941603383
"ENSG00000181524",1.38200639221186e-06,0.455853922373973,0.073,0.042,0.0154964376758716
"ENSG00000145354",1.38306412657615e-06,2.78480244493911,0.015,0.002,0.0155082980512983
"ENSG00000148690",1.39044285710082e-06,1.85415049162984,0.02,0.005,0.0155910357566715
"ENSG00000074266",1.39560206146442e-06,-1.29020704165743,0.022,0.043,0.0156488859152006
"ENSG00000249915",1.40458040395826e-06,2.0258105444429,0.02,0.005,0.015749560069584
"ENSG00000196204",1.43820216203355e-06,1.56194486317919,0.02,0.005,0.0161265608428822
"ENSG00000116750",1.44288787630697e-06,3.55418951679769,0.015,0.003,0.0161791017570301
"ENSG00000171824",1.4652813926931e-06,1.51861690197874,0.015,0.003,0.0164302002562677
"ENSG00000185215",1.4916199488686e-06,0.990763597343703,0.037,0.016,0.0167255344866636
"ENSG00000204356",1.49911640115541e-06,2.11222529626038,0.018,0.004,0.0168095922061556
"ENSG00000113712",1.50860178192228e-06,0.316312323523931,0.065,0.036,0.0169159517806946
"ENSG00000277117",1.50863315342153e-06,3.10015788590299,0.013,0.001,0.0169163035493157
"ENSG00000134884",1.51388040762214e-06,-0.736379908562695,0.309,0.345,0.016975141010667
"ENSG00000214855",1.52306898252331e-06,0.769390719306261,0.056,0.03,0.0170781725010338
"ENSG00000160679",1.56284593149913e-06,1.40049030610561,0.017,0.003,0.0175241914298998
"ENSG00000128699",1.57946434318982e-06,0.359764692075083,0.039,0.017,0.0177105336801874
"ENSG00000067048",1.62321984216721e-06,1.65218114256892,0.022,0.006,0.018201164090221
"ENSG00000213613",1.62912502825145e-06,-0.686727316216059,0.051,0.081,0.0182673789417835
"ENSG00000128692",1.66645047662056e-06,0.176483033227042,0.13,0.088,0.0186859091943464
"ENSG00000107719",1.67457924749356e-06,-0.243166126506234,0.054,0.086,0.0187770571021453
"ENSG00000168036",1.7082172774709e-06,-0.137067728227522,0.782,0.615,0.0191542403322812
"ENSG00000135678",1.73443898297337e-06,0.864803137804335,0.033,0.013,0.0194482643160804
"ENSG00000103342",1.75571463481628e-06,0.780565452052638,0.051,0.026,0.019686828200195
"ENSG00000065613",1.7606477872852e-06,0.581293736149021,0.048,0.023,0.019742143638829
"ENSG00000167881",1.77003296446963e-06,2.74450108021454,0.012,0.001,0.019847379630598
"ENSG00000078618",1.8385493652295e-06,0.275797211752409,0.049,0.025,0.0206156540323184
"ENSG00000161526",1.84301443856094e-06,1.27098524751997,0.026,0.009,0.0206657208995838
"ENSG00000135341",1.86490611953865e-06,-3.89379769416035,0.002,0.011,0.0209111923183869
"ENSG00000213463",1.8834688830218e-06,0.797772520676084,0.037,0.016,0.0211193365853234
"ENSG00000141837",1.89750721889136e-06,-1.74851488631425,0.022,0.043,0.0212767484454288
"ENSG00000133114",1.91092658561073e-06,7.52994197055101,0.01,0,0.0214272198044531
"ENSG00000135913",1.91093555154558e-06,7.10673053982647,0.01,0,0.0214273203394806
"ENSG00000104853",1.91093733130461e-06,6.66522082918644,0.01,0,0.0214273402959186
"ENSG00000205726",1.91093796933177e-06,7.52504317113818,0.01,0,0.0214273474501171
"ENSG00000158710",1.91094068934428e-06,6.74322334118771,0.01,0,0.0214273779496175
"ENSG00000111361",1.91094176391801e-06,7.08692205874629,0.01,0,0.0214273899988126
"ENSG00000117394",1.91094260342909e-06,7.22623763428256,0.01,0,0.0214273994122504
"ENSG00000006327",1.91094270417044e-06,7.00485092580726,0.01,0,0.0214274005418632
"ENSG00000242372",1.91094327503818e-06,7.32537082630181,0.01,0,0.0214274069430031
"ENSG00000072042",1.94980358414486e-06,0.330770814044401,0.046,0.022,0.0218631475890163
"ENSG00000170310",2.00909968325049e-06,2.21477399518149,0.015,0.003,0.0225280347482877
"ENSG00000119421",2.01417370605672e-06,2.37166447857575,0.015,0.003,0.022584929766014
"ENSG00000123636",2.07250890860009e-06,-0.725784456129534,0.203,0.248,0.0232390423921328
"ENSG00000144224",2.07809876671753e-06,0.544693682563496,0.095,0.06,0.0233017214712036
"ENSG00000173660",2.07950365756961e-06,0.743267979719895,0.027,0.009,0.023317474512328
"ENSG00000100883",2.0892378671496e-06,2.91397190408631,0.012,0.001,0.0234266242043485
"ENSG00000082641",2.08987534701046e-06,0.641661813662078,0.031,0.012,0.0234337722660283
"ENSG00000134153",2.09763149746435e-06,1.98334812432119,0.017,0.003,0.0235207419810677
"ENSG00000179115",2.11642983167813e-06,2.54260154252248,0.012,0.001,0.0237315277026068
"ENSG00000114796",2.38627384354402e-06,-1.2370896759245,0.014,0.032,0.0267572886076591
"ENSG00000156471",2.42970470135747e-06,1.85340625893813,0.013,0.002,0.0272442788163214
"ENSG00000112304",2.44541560280631e-06,1.04021360956988,0.023,0.007,0.0274204451542672
"ENSG00000114391",2.45739001522106e-06,0.132583897413832,0.14,0.098,0.0275547142406737
"ENSG00000131473",2.47925738867125e-06,1.1837843488021,0.011,0.001,0.0277999130991708
"ENSG00000100083",2.51566704245848e-06,2.2544873401453,0.019,0.005,0.028208174547087
"ENSG00000114850",2.56418937507585e-06,0.110447075869213,0.114,0.075,0.0287522554627255
"ENSG00000204253",2.570640648195e-06,2.42129524630035,0.014,0.002,0.0288245935882105
"ENSG00000123609",2.62072758973898e-06,1.45685475144005,0.019,0.005,0.0293862184637432
"ENSG00000151092",2.67945677335079e-06,2.04481865920999,0.01,0,0.0300447487995824
"ENSG00000085514",2.67989220228749e-06,0.824208572731613,0.058,0.032,0.0300496312642496
"ENSG00000133256",2.6830666262843e-06,1.34140093612076,0.022,0.006,0.0300852260805259
"ENSG00000242522",2.69836909977265e-06,0.801192834093464,0.019,0.005,0.0302568127157507
"ENSG00000241506",2.79336760913995e-06,0.696737853923678,0.019,0.005,0.0313220310012862
"ENSG00000140941",2.81418152636776e-06,1.55731755435151,0.018,0.004,0.0315554174551617
"ENSG00000071051",2.82146132822774e-06,0.630555657354597,0.032,0.013,0.0316370458734176
"ENSG00000171659",2.84407418579134e-06,-0.960994716190819,0.106,0.144,0.0318906038452783
"ENSG00000136045",2.84861933055794e-06,2.3870098920942,0.016,0.003,0.0319415685535461
"ENSG00000118482",2.86950844668197e-06,-0.715885519659278,0.04,0.067,0.0321757982126449
"ENSG00000182749",2.86952202695094e-06,0.109642135246374,0.12,0.081,0.0321759504882008
"ENSG00000233762",2.87055945530455e-06,-0.111678778923738,0.197,0.143,0.0321875831723299
"ENSG00000111832",2.87528617486491e-06,1.11294043212547,0.038,0.017,0.0322405838787602
"ENSG00000117450",2.88425438121998e-06,0.202312429897473,0.018,0.004,0.0323411443766196
"ENSG00000163428",2.88909795887591e-06,2.01428429106188,0.016,0.003,0.0323954554128755
"ENSG00000197694",2.9118971794564e-06,1.58560659878293,0.016,0.003,0.0326511030732446
"ENSG00000110848",2.91337709794431e-06,2.87601896249763,0.012,0.001,0.0326676973992495
"ENSG00000023892",2.9565982764409e-06,0.883366279422698,0.021,0.006,0.0331523364737318
"ENSG00000128915",2.99603472739503e-06,-0.681581934339956,0.005,0.016,0.0335945373982804
"ENSG00000217094",3.03628422774302e-06,0.778118131633895,0.048,0.025,0.0340458550456825
"ENSG00000179094",3.04930215788375e-06,1.19100019203684,0.027,0.01,0.0341918250963505
"ENSG00000187764",3.07498286575046e-06,-0.790581962238558,0.118,0.157,0.03447978287366
"ENSG00000156735",3.09914714151224e-06,0.321666857538392,0.078,0.047,0.0347507368977767
"ENSG00000160075",3.22655742629221e-06,1.28028293677327,0.038,0.017,0.0361793884210146
"ENSG00000264229",3.24337633799825e-06,-0.428231289350952,0.033,0.058,0.0363679788779744
"ENSG00000242485",3.27100740747985e-06,2.20578921054914,0.013,0.002,0.0366778060600715
"ENSG00000268903",3.27240242940073e-06,3.26397028163767,0.013,0.002,0.0366934484408704
"ENSG00000226855",3.32549701408308e-06,1.50859265035758,0.024,0.008,0.0372887980189136
"ENSG00000103226",3.3504604212356e-06,0.932359633352966,0.013,0.002,0.0375687127033148
"ENSG00000223722",3.36455166987705e-06,3.23226142191033,0.011,0.001,0.0377267178743313
"ENSG00000116649",3.36593916561393e-06,3.3871470238885,0.011,0.001,0.0377422758640289
"ENSG00000183354",3.43556622323198e-06,-1.21915074839085,0.025,0.047,0.0385230040611002
"ENSG00000172007",3.50068861900277e-06,0.702453735385411,0.035,0.015,0.0392532214848781
"ENSG00000211450",3.50869804072892e-06,1.53317571141521,0.019,0.005,0.0393430311306934
"ENSG00000114902",3.54722227625472e-06,1.07129582359689,0.034,0.014,0.0397750033836442
"ENSG00000173598",3.56215398225836e-06,0.373488031702982,0.045,0.022,0.039942432603063
"ENSG00000171634",3.56933142268476e-06,-0.998332297661297,0.077,0.111,0.0400229132425642
"ENSG00000100220",3.64397695259515e-06,1.39679286364381,0.018,0.004,0.0408599135694495
"ENSG00000145390",3.67591261088076e-06,0.215863978198396,0.115,0.078,0.041218008105806
"ENSG00000105698",3.68447022261894e-06,1.88455669208955,0.029,0.011,0.0413139646062262
"ENSG00000128463",3.6952529075444e-06,1.80580274355166,0.024,0.008,0.0414348708522954
"ENSG00000155368",3.71642375366841e-06,0.203261550187777,0.105,0.069,0.0416722595498838
"ENSG00000126067",3.73401014357193e-06,1.77128763846463,0.015,0.003,0.041869455739872
"ENSG00000175727",3.76961594440297e-06,0.5657834352119,0.029,0.011,0.0422687035845905
"ENSG00000186812",3.81026833343807e-06,1.20189983397127,0.046,0.023,0.0427245388228411
"ENSG00000110108",3.83645816480822e-06,1.60632714013287,0.015,0.003,0.0430182054019946
"ENSG00000123384",3.88207171203742e-06,0.505268622718658,0.079,0.048,0.0435296701070756
"ENSG00000145725",3.90482844829007e-06,0.499615451971621,0.071,0.042,0.0437848413906765
"ENSG00000040933",3.92107757062036e-06,1.76411258617192,0.015,0.003,0.0439670427993661
"ENSG00000134294",4.01592324766875e-06,-1.02497543300847,0.103,0.139,0.0450305473761097
"ENSG00000217555",4.03251485544572e-06,-1.47109577961306,0.006,0.018,0.0452165890741128
"ENSG00000230364",4.03590023746566e-06,-0.871095962592993,0.059,0.089,0.0452545493627024
"ENSG00000230216",4.07769927563245e-06,-1.7734469099161,0.024,0.044,0.0457232419776666
"ENSG00000136279",4.08422175980176e-06,1.09416590182837,0.032,0.013,0.0457963785926571
"ENSG00000228477",4.08568464322832e-06,0.328675971025483,0.088,0.056,0.0458127819045192
"ENSG00000121966",4.11965853999011e-06,-0.176849036157999,0.093,0.06,0.0461937312089091
"ENSG00000183011",4.14002560641476e-06,1.82787116683099,0.023,0.008,0.0464221071247287
"ENSG00000100697",4.20608985890877e-06,0.615590061461835,0.05,0.026,0.047162885587944
"ENSG00000152348",4.47363880181051e-06,2.70907511877586,0.013,0.002,0.0501629118847012
"ENSG00000130816",4.49522042929465e-06,1.04869076914106,0.038,0.017,0.0504049066736809
"ENSG00000249274",4.55058234525018e-06,-2.70705065139057,0.007,0.02,0.0510256798372903
"ENSG00000146112",4.6000053513854e-06,1.11269355979857,0.021,0.006,0.0515798600050845
"ENSG00000171916",4.69639310610612e-06,1.0104974889484,0.021,0.006,0.0526606558987679
"ENSG00000049618",4.78174173335787e-06,-0.563344541468194,0.135,0.176,0.0536176700561418
"ENSG00000112339",4.91259036051063e-06,-1.10370273266389,0.072,0.104,0.0550848757124057
"ENSG00000103275",4.9941331816492e-06,1.10093925969176,0.028,0.011,0.0559992153658324
"ENSG00000162636",5.01207897328093e-06,-1.08723467594447,0.073,0.106,0.0562004415273991
"ENSG00000175105",5.08288568603611e-06,2.54963566197103,0.014,0.003,0.0569943971975229
"ENSG00000143183",5.08608172470412e-06,0.768033232029652,0.034,0.015,0.0570302343791073
"ENSG00000136888",5.16973471624461e-06,0.376057198844772,0.05,0.026,0.0579682353732508
"ENSG00000183864",5.20966189946113e-06,2.36825663915499,0.015,0.003,0.0584159388786576
"ENSG00000214174",5.32560270821789e-06,0.56241002360266,0.024,0.008,0.0597159831672472
"ENSG00000159322",5.346435887612e-06,0.24772246784289,0.044,0.022,0.0599495856077933
"ENSG00000175348",5.40835417537157e-06,-0.386230702376021,0.025,0.009,0.0606438753684415
"ENSG00000171863",5.41219648993539e-06,0.161345204607548,0.133,0.093,0.0606869592416455
"ENSG00000102445",5.49841747910381e-06,1.14807851652821,0.022,0.007,0.061653755193191
"ENSG00000206605",5.5126268011973e-06,3.43090524047417,0.012,0.001,0.0618130843218254
"ENSG00000233045",5.5310545808735e-06,-0.177021402642707,0.079,0.048,0.0620197150153346
"ENSG00000199415",5.55449969532491e-06,1.74858225702635,0.012,0.001,0.0622826050836782
"ENSG00000057657",5.67855318342744e-06,-0.219591168977589,0.166,0.119,0.0636736168457719
"ENSG00000012779",5.68615690085929e-06,0.765230940493753,0.047,0.024,0.0637588773293352
"ENSG00000104805",5.80600415353087e-06,1.94008067041702,0.019,0.005,0.0651027245735416
"ENSG00000135317",5.82509019856482e-06,0.425934792869095,0.068,0.04,0.0653167363965074
"ENSG00000223509",5.91862315288566e-06,-0.900447316115345,0.028,0.05,0.0663655214133069
"ENSG00000134186",5.96819844092503e-06,-0.546833422426141,0.149,0.19,0.0669214091180924
"ENSG00000206573",6.00867781100173e-06,1.51801590424421,0.021,0.006,0.0673753042947624
"ENSG00000115234",6.03869675215021e-06,4.23662661447173,0.012,0.002,0.0677119066818603
"ENSG00000171860",6.19356866813303e-06,0.298459672200218,0.158,0.116,0.0694484854757756
"ENSG00000278311",6.24948391835676e-06,-0.932954769420056,0.04,0.066,0.0700754631765343
"ENSG00000162711",6.2532454876179e-06,1.89583375732785,0.024,0.008,0.0701176416526596
"ENSG00000080802",6.26380616873994e-06,0.932103949694186,0.032,0.014,0.0702360585700809
"ENSG00000143222",6.29566696032542e-06,1.95252989067717,0.024,0.008,0.0705933136261289
"ENSG00000119042",6.44955041617462e-06,-2.12613822964218,0.002,0.011,0.072318808816566
"ENSG00000125952",6.4596738721441e-06,1.73934713021034,0.025,0.009,0.0724323231283518
"ENSG00000185658",6.66601188464835e-06,-1.11004817297505,0.072,0.104,0.0747459912625619
"ENSG00000149273",6.72405772152877e-06,0.169733738389022,0.217,0.167,0.0753968592315021
"ENSG00000140030",6.82473376515379e-06,1.01724853093948,0.024,0.008,0.0765257397086694
"ENSG00000197971",6.83786421934983e-06,1.25387978393084,0.033,0.014,0.0766729714915696
"ENSG00000110344",6.90286572894199e-06,0.546830370114071,0.048,0.025,0.0774018334186265
"ENSG00000228218",7.06424358786382e-06,0.993749335210604,0.016,0.003,0.079211363350717
"ENSG00000143742",7.12201820993058e-06,0.898260494722392,0.039,0.019,0.0798591901879516
"ENSG00000125257",7.18395079907655e-06,-1.20866043053049,0.024,0.044,0.0805536403100454
"ENSG00000124160",7.25337570830349e-06,-1.07709657725813,0.019,0.037,0.0813321018172071
"ENSG00000228551",7.37160328945379e-06,0.298898614940621,0.016,0.003,0.0826577876846454
"ENSG00000261716",7.46674954601016e-06,-2.02618243769483,0.006,0.018,0.083724662659412
"ENSG00000165283",7.51103693231476e-06,4.26231865576651,0.011,0.001,0.0842212571220454
"ENSG00000204272",7.53901906125721e-06,4.17002428978239,0.011,0.001,0.0845350207338771
"ENSG00000115523",7.59772127594396e-06,0.93093023163008,0.027,0.01,0.0851932486671596
"ENSG00000011304",7.63880009576733e-06,1.34816269117505,0.019,0.005,0.0856538654738391
"ENSG00000038219",7.65776900849123e-06,-0.316079846028372,0.151,0.195,0.0858665638922122
"ENSG00000055917",7.73411612713318e-06,0.637920588873312,0.037,0.017,0.0867226441335443
"ENSG00000197520",7.73921973439351e-06,-1.51864749573515,0.059,0.088,0.0867798708817544
"ENSG00000065427",7.80995549959205e-06,1.41835771402379,0.019,0.005,0.0875730310169256
"ENSG00000230724",7.85153137661221e-06,1.71003467653714,0.022,0.007,0.0880392213259527
"ENSG00000111716",7.85734348308131e-06,0.777963214133472,0.03,0.012,0.0881043924757907
"ENSG00000147421",7.86930634451935e-06,-2.37836146468164,0.003,0.012,0.0882385320410955
"ENSG00000143727",7.98317174987232e-06,1.24514021340842,0.021,0.006,0.0895153048313183
"ENSG00000125971",7.99029333622503e-06,0.948114734337147,0.019,0.005,0.0895951591790912
"ENSG00000082781",8.35543768806793e-06,4.582033149723,0.012,0.002,0.0936895227963057
"ENSG00000002586",8.40119787777163e-06,0.15872095689236,0.083,0.052,0.0942026318034533
"ENSG00000181924",8.42247951807231e-06,3.6230513749425,0.012,0.002,0.0944412628361448
"ENSG00000115904",8.43617096777801e-06,-1.15918977746151,0.007,0.019,0.0945947850616948
"ENSG00000120686",8.48793327955311e-06,0.759199588856341,0.045,0.023,0.095175195863629
"ENSG00000073803",8.5448323802268e-06,2.64729892118917,0.012,0.002,0.0958132054794831
"ENSG00000126088",8.57329979131392e-06,1.98072265491436,0.012,0.002,0.096132410560003
"ENSG00000185905",8.5748555703377e-06,0.474344107556873,0.067,0.04,0.0961498555101966
"ENSG00000112309",8.59235064563711e-06,2.18247878355651,0.012,0.002,0.0963460277895289
"ENSG00000118855",8.6492618062629e-06,0.351323521978278,0.088,0.056,0.0969841726336259
"ENSG00000170891",8.69521153455545e-06,-1.19134337344707,0.011,0.027,0.0974994069369702
"ENSG00000124570",8.84986382198895e-06,-0.162100202472772,0.093,0.061,0.0992335230359622
"ENSG00000068903",8.86888471074789e-06,5.48018893535392,0.01,0.001,0.0994468042616161
"ENSG00000224237",9.03552800573559e-06,2.7449097178156,0.013,0.002,0.101315375528313
"ENSG00000101017",9.05936241452195e-06,2.91889534052639,0.01,0.001,0.101582630754035
"ENSG00000108349",9.0637823167798e-06,2.81215293308406,0.01,0.001,0.101632191118052
"ENSG00000250966",9.15779398736705e-06,0.826432069414023,0.023,0.008,0.102686343980347
"ENSG00000225484",9.18595486593641e-06,-1.36780474351844,0.023,0.042,0.103002111911745
"ENSG00000113916",9.69742959644026e-06,0.690984706837639,0.044,0.022,0.108737278064885
"ENSG00000152520",9.81674493866471e-06,-0.104505618957451,0.145,0.103,0.110075160997247
"ENSG00000105223",9.99814594556969e-06,2.44713978958947,0.022,0.007,0.112109210487673
"ENSG00000120071",1.0320633951402e-05,-0.943829406644055,0.053,0.081,0.11572526849707
"ENSG00000263606",1.04381751895229e-05,-2.83837560021138,0.002,0.011,0.11704325840012
"ENSG00000145819",1.04510694426517e-05,0.330153622671909,0.093,0.061,0.117187841660454
"ENSG00000135127",1.04863824237438e-05,2.91033332702297,0.011,0.001,0.117583806117439
"ENSG00000109670",1.06007580779793e-05,0.293370924604374,0.033,0.014,0.118866300328381
"ENSG00000073584",1.07583889335015e-05,1.3877496114535,0.029,0.012,0.120633815111352
"ENSG00000124813",1.09431503779569e-05,-0.951469379057013,0.074,0.106,0.12270554518803
"ENSG00000213509",1.0994831784632e-05,0.744909717815596,0.037,0.017,0.123285048801079
"ENSG00000240759",1.1100170584763e-05,-1.05077765958344,0.02,0.039,0.124466212766947
"ENSG00000169021",1.11445921840073e-05,2.72892345308355,0.021,0.007,0.124964312159274
"ENSG00000071082",1.11493290346516e-05,-0.101636349432523,0.228,0.174,0.125017426465549
"ENSG00000182628",1.11513148274375e-05,1.41452995821305,0.023,0.008,0.125039693160057
"ENSG00000166501",1.14065906469747e-05,0.522143789866883,0.039,0.019,0.127902100924527
"ENSG00000198625",1.15229802162076e-05,-0.151109571991004,0.322,0.25,0.129207177164336
"ENSG00000143344",1.15342664604122e-05,2.67182124032324,0.012,0.002,0.129333729820602
"ENSG00000258289",1.16086801851549e-05,1.18454528216825,0.023,0.008,0.130168130916141
"ENSG00000213209",1.16373567213264e-05,2.67586807338594,0.012,0.002,0.130489680916233
"ENSG00000167470",1.18196838876129e-05,0.511237371613145,0.04,0.019,0.132534115431803
"ENSG00000073417",1.18414997822689e-05,2.43157023013374,0.012,0.002,0.132778737058582
"ENSG00000079950",1.19097563190009e-05,-0.603154183463854,0.062,0.091,0.133544097604957
"ENSG00000103642",1.19280681357162e-05,1.9871489240738,0.012,0.002,0.133749428005786
"ENSG00000100365",1.20558572576205e-05,1.24520047761783,0.017,0.004,0.135182327429699
"ENSG00000147140",1.22606101576158e-05,0.274921803614453,0.088,0.057,0.137478221697346
"ENSG00000159658",1.23198144220962e-05,0.494953997380982,0.033,0.015,0.138142079114965
"ENSG00000119632",1.23335337286008e-05,2.17836841391513,0.019,0.006,0.138295913698801
"ENSG00000108433",1.24599442413518e-05,1.70132480287168,0.022,0.008,0.139713354778277
"ENSG00000063322",1.24788700261439e-05,1.91426974158214,0.013,0.002,0.139925569603152
"ENSG00000106355",1.25132156950323e-05,2.38208521729613,0.013,0.002,0.140310687588398
"ENSG00000134830",1.26187359786474e-05,3.19772300320585,0.014,0.003,0.141493886528573
"ENSG00000077380",1.28131135396578e-05,0.365963089269594,0.077,0.048,0.143673442120183
"ENSG00000182983",1.28651930179037e-05,2.45332355726881,0.014,0.003,0.144257409309755
"ENSG00000070814",1.28767662559383e-05,1.55351677486856,0.015,0.003,0.144387180027836
"ENSG00000140853",1.29467332408302e-05,2.10093925969176,0.014,0.003,0.145171719829429
"ENSG00000077721",1.30432026931374e-05,1.48291210328829,0.014,0.003,0.14625343179815
"ENSG00000185880",1.32331160589544e-05,1.65978986537237,0.014,0.003,0.148382930369056
"ENSG00000276980",1.33064213883777e-05,-0.642388836697981,0.006,0.017,0.149204903027879
"ENSG00000145050",1.3666675977959e-05,1.2866384318131,0.02,0.006,0.153244437740855
"ENSG00000101294",1.37063698759837e-05,0.426772858510024,0.057,0.033,0.153689525419406
"ENSG00000175582",1.37580690841319e-05,0.603671988788915,0.03,0.013,0.154269228640371
"ENSG00000259706",1.39012054326485e-05,0.60943073559873,0.058,0.033,0.155874216516287
"ENSG00000082898",1.39450728754774e-05,-1.24128678392955,0.043,0.068,0.156366102152729
"ENSG00000143198",1.42041448073635e-05,0.875567908862291,0.02,0.006,0.159271075724967
"ENSG00000189060",1.44145729225929e-05,2.07332682552695,0.017,0.005,0.161630606181035
